CA,20110623,37200127,100,21.77,Q, ,@,,F,Q,193667,0
CA,20110623,37200130,100,21.77,Q, ,@,,F,Q,193670,0
CA,20110623,37200130,200,21.77,X, ,@,,F,Q,193673,0
CA,20110623,37200130,100,21.77,Z, ,@,,F,Q,193671,0
WYNN,20110623,37200130,100,130.36,P, ,@,,F,Q,314664,0
CA,20110623,37200130,100,21.77,Z, ,@,,F,Q,193672,0
CA,20110623,37200130,100,21.77,Q, ,@,,F,Q,193669,0
WYNN,20110623,37200130,100,130.36,P, ,@,,F,Q,314665,0
YRCW,20110623,37200133,100,0.9399,P, ,@,,F,Q,314666,0
FNSR,20110623,37200140,100,15.92,K, ,@F,,F,Q,262711,0
FNSR,20110623,37200140,200,15.92,K, ,@F,,F,Q,262712,0
VITC,20110623,37200150,200,4.74,Q, ,@F,,F,Q,314667,0
LINTA,20110623,37200157,200,16.02,K, ,@F,,F,Q,260573,0
CLDX,20110623,37200160,100,3.24,Y, ,@,,F,Q,193674,0
CREE,20110623,37200167,200,33.62,D,Q,@,,F,Q,193675,0
SODA,20110623,37200170,100,50.91,Z, ,@,,F,Q,314668,0
SODA,20110623,37200170,100,50.9,Z, ,@,,F,Q,314669,0
SODA,20110623,37200170,100,50.9,Z, ,@,,F,Q,314670,0
SODA,20110623,37200170,100,50.9,Z, ,@,,F,Q,314671,0
CA,20110623,37200173,100,21.77,K, ,@F,,F,Q,193676,0
SODA,20110623,37200177,100,50.9,Z, ,@,,F,Q,314674,0
SODA,20110623,37200177,100,50.91,Q, ,@,,F,Q,314672,0
SODA,20110623,37200177,100,50.9,Q, ,@,,F,Q,314673,0
VITC,20110623,37200180,200,4.74,Q, ,@F,,F,Q,314675,0
CA,20110623,37200183,100,21.77,D,Q,@F,,F,Q,193677,0
CREE,20110623,37200187,100,33.62,Z, ,@F,,F,Q,193679,0
CREE,20110623,37200187,100,33.62,Q, ,@F,,F,Q,193678,0
CREE,20110623,37200187,100,33.62,Z, ,@F,,F,Q,193680,0
SODA,20110623,37200190,100,50.85,Q, ,@F,,F,Q,314677,0
SODA,20110623,37200190,100,50.88,K, ,@F,,F,Q,314676,0
CBOE,20110623,37200193,100,24.26,Q, ,@F,,F,Q,193681,0
VRGY,20110623,37200200,100,14.96,D,Q,@F,,F,Q,314679,0
ISSI,20110623,37200200,100,8.85,Q, ,@F,,F,Q,262713,0
SONE,20110623,37200200,100,7.53,Q, ,@F,,F,Q,314678,0
TSEM,20110623,37200200,200,1.13,Q, ,@F,,F,Q,314680,0
HSTM,20110623,37200203,100,11.07,Q, ,@F,,F,Q,262714,0
VECO,20110623,37200207,100,47.04,K, ,@,,F,Q,314683,0
PAAS,20110623,37200207,100,29.72,Z, ,@F,,F,Q,227551,0
VECO,20110623,37200207,100,47.04,Z, ,@,,F,Q,314682,0
VECO,20110623,37200207,100,47.04,K, ,@,,F,Q,314684,0
VECO,20110623,37200207,100,47.04,Q, ,@,,F,Q,314681,0
WINN,20110623,37200210,100,8.29,Q, ,@F,,F,Q,314687,0
CASY,20110623,37200210,100,44.21,Z, ,@F,,F,Q,193684,0
COST,20110623,37200210,100,79.79,B, ,@F,,F,Q,193683,0
WINN,20110623,37200210,100,8.29,Q, ,@F,,F,Q,314685,0
FRED,20110623,37200210,100,14.01,Q, ,@F,,F,Q,262715,0
ZUMZ,20110623,37200210,100,24.01,Q, ,@F,,F,Q,314686,0
HIBB,20110623,37200210,100,39.285,B, ,@F,,F,Q,262716,0
FINL,20110623,37200210,100,22.71,Q, ,@F,,F,Q,262718,0
RP,20110623,37200210,100,24.95,Z, ,@,,F,Q,227552,0
HSNI,20110623,37200210,100,30.91,Q, ,@F,,F,Q,262717,0
CHNG,20110623,37200210,100,3.01,Z, ,@F,,F,Q,193682,0
ACHN,20110623,37200210,100,7.12,Q, ,@F,,F,Q,312131,0
SFLY,20110623,37200213,100,52.18,Q, ,@F,,F,Q,314691,0
WTSLA,20110623,37200213,100,4.39,Z, ,@F,,F,Q,314697,0
ACHN,20110623,37200213,100,7.12,Q, ,@F,,F,Q,312133,0
ACHN,20110623,37200213,100,7.12,Q, ,@F,,F,Q,312132,0
ULTA,20110623,37200213,100,61.18,Q, ,@F,,F,Q,314699,0
EXPE,20110623,37200213,100,27.69,X, ,@F,,F,Q,262721,0
EXPE,20110623,37200213,100,27.69,Z, ,@F,,F,Q,262719,0
WTSLA,20110623,37200213,100,4.39,Z, ,@F,,F,Q,314695,0
PAAS,20110623,37200213,100,29.72,Q, ,@F,,F,Q,227553,0
PETM,20110623,37200213,100,44.32,Y, ,@F,,F,Q,227555,0
WTSLA,20110623,37200213,100,4.39,B, ,@F,,F,Q,314690,0
WTSLA,20110623,37200213,100,4.39,B, ,@F,,F,Q,314694,0
WINN,20110623,37200213,100,8.28,Q, ,@F,,F,Q,314692,0
WINN,20110623,37200213,100,8.28,Q, ,@F,,F,Q,314700,0
FRED,20110623,37200213,100,14,Q, ,@F,,F,Q,262725,0
FINL,20110623,37200213,100,22.71,Q, ,@F,,F,Q,262724,0
CASY,20110623,37200213,100,44.2,Z, ,@F,,F,Q,193687,0
WFM,20110623,37200213,100,60.255,Q, ,@F,,F,Q,314698,0
SOHU,20110623,37200213,600,68.4701,D,Q,@,,F,Q,314689,0
SHLD,20110623,37200213,100,70.73,Q, ,@F,,F,Q,314696,0
HIBB,20110623,37200213,100,39.285,Q, ,@F,,F,Q,262726,0
HSNI,20110623,37200213,100,30.91,Q, ,@F,,F,Q,262723,0
FRED,20110623,37200213,100,14.01,Q, ,@F,,F,Q,262720,0
URBN,20110623,37200213,100,28.46,X, ,@F,,F,Q,314688,0
CHRS,20110623,37200213,100,3.94,J, ,@F,,F,Q,193686,0
MNRO,20110623,37200213,100,33.43,Q, ,@F,,F,Q,260574,0
CHRS,20110623,37200213,200,3.94,X, ,@F,,F,Q,193685,0
FRED,20110623,37200213,100,14.01,Q, ,@F,,F,Q,262722,0
ROST,20110623,37200213,100,77.92,Q, ,@F,,F,Q,227554,0
TSCO,20110623,37200213,100,65.24,B, ,@F,,F,Q,314693,0
TFM,20110623,37200217,100,38.55,Q, ,@F,,F,Q,314707,0
FINL,20110623,37200217,100,22.7,Q, ,@,,F,Q,262730,0
SPLS,20110623,37200217,100,15.13,X, ,@F,,F,Q,314703,0
COST,20110623,37200217,100,79.79,Q, ,@F,,F,Q,193693,0
CREE,20110623,37200217,100,33.62,Z, ,@F,,F,Q,193690,0
CHRS,20110623,37200217,100,3.94,Z, ,@F,,F,Q,193691,0
CHRS,20110623,37200217,100,3.94,Z, ,@F,,F,Q,193692,0
TFM,20110623,37200217,100,38.57,K, ,@F,,F,Q,314702,0
MNRO,20110623,37200217,100,33.43,Q, ,@F,,F,Q,260575,0
WINN,20110623,37200217,100,8.27,X, ,@F,,F,Q,314710,0
FRED,20110623,37200217,100,14,Q, ,@F,,F,Q,262727,0
CHRS,20110623,37200217,200,3.94,J, ,@F,,F,Q,193689,0
VECO,20110623,37200217,100,47.04,K, ,@,,F,Q,314704,0
WINN,20110623,37200217,100,8.27,B, ,@F,,F,Q,314709,0
PETM,20110623,37200217,100,44.32,Q, ,@F,,F,Q,227558,0
PETM,20110623,37200217,200,44.32,Q, ,@F,,F,Q,227559,0
PSMT,20110623,37200217,100,46.98,B, ,@F,,F,Q,227561,0
FINL,20110623,37200217,100,22.7,Q, ,@F,,F,Q,262729,0
SPLS,20110623,37200217,100,15.13,J, ,@F,,F,Q,314712,0
PTRY,20110623,37200217,100,17.71,Q, ,@F,,F,Q,227557,0
WTSLA,20110623,37200217,200,4.39,Q, ,@F,,F,Q,314711,0
EXPE,20110623,37200217,100,27.69,Z, ,@F,,F,Q,262728,0
SFLY,20110623,37200217,100,52.18,X, ,@F,,F,Q,314705,0
RUE,20110623,37200217,100,30.53,Q, ,@F,,F,Q,227556,0
RCII,20110623,37200217,100,28.1,Z, ,@F,,F,Q,227560,0
PLCE,20110623,37200217,100,44.77,X, ,@F,,F,Q,227562,0
URBN,20110623,37200217,100,28.46,Y, ,@,,F,Q,314708,0
ACTS,20110623,37200217,200,1.96,Q, ,@F,,F,Q,312134,0
CHRS,20110623,37200217,200,3.94,J, ,@F,,F,Q,193688,0
ULTA,20110623,37200217,100,61.18,Q, ,@,,F,Q,314701,0
NILE,20110623,37200217,100,43.4,B, ,@F,,F,Q,260576,0
ULTA,20110623,37200217,100,61.18,Q, ,@F,,F,Q,314706,0
RCII,20110623,37200220,100,28.11,Q, ,@F,,F,Q,227563,0
SPLS,20110623,37200220,100,15.13,J, ,@F,,F,Q,314721,0
RCII,20110623,37200220,100,28.11,Q, ,@F,,F,Q,227566,0
WTSLA,20110623,37200220,100,4.39,Z, ,@F,,F,Q,314723,0
URBN,20110623,37200220,100,28.46,Q, ,@F,,F,Q,314719,0
URBN,20110623,37200220,100,28.46,Z, ,@F,,F,Q,314713,0
WTSLA,20110623,37200220,100,4.39,Q, ,@F,,F,Q,314715,0
WTSLA,20110623,37200220,100,4.39,Z, ,@F,,F,Q,314724,0
PTRY,20110623,37200220,100,17.71,J, ,@F,,F,Q,227567,0
JOSB,20110623,37200220,100,47.77,Q, ,@F,,F,Q,260577,0
WTSLA,20110623,37200220,100,4.39,Z, ,@F,,F,Q,314727,0
WFM,20110623,37200220,100,60.255,Q, ,@F,,F,Q,314726,0
TFM,20110623,37200220,100,38.53,Q, ,@F,,F,Q,314717,0
WINN,20110623,37200220,100,8.27,B, ,@F,,F,Q,314714,0
SPLS,20110623,37200220,100,15.13,J, ,@F,,F,Q,314718,0
HSNI,20110623,37200220,100,30.91,Q, ,@F,,F,Q,262732,0
WINN,20110623,37200220,100,8.27,Q, ,@F,,F,Q,314720,0
WINN,20110623,37200220,100,8.27,Z, ,@F,,F,Q,314716,0
MNRO,20110623,37200220,100,33.41,Q, ,@F,,F,Q,260578,0
CHRS,20110623,37200220,200,3.94,Z, ,@F,,F,Q,193694,0
FINL,20110623,37200220,100,22.69,J, ,@F,,F,Q,262731,0
PETM,20110623,37200220,100,44.3,Z, ,@F,,F,Q,227564,0
ASNA,20110623,37200220,100,32.73,Q, ,@F,,F,Q,312135,0
URBN,20110623,37200220,100,28.46,K, ,@,,F,Q,314728,0
NTRI,20110623,37200220,100,12.71,J, ,@,,F,Q,260579,0
RUE,20110623,37200220,100,30.53,Q, ,@F,,F,Q,227565,0
ULTA,20110623,37200220,100,61.18,D,Q,@F,,F,Q,314725,0
ORLY,20110623,37200220,100,64,B, ,@F,,F,Q,227568,0
WTSLA,20110623,37200220,200,4.39,Q, ,@F,,F,Q,314722,0
WTSLA,20110623,37200223,100,4.39,Q, ,@F,,F,Q,314735,0
WTSLA,20110623,37200223,100,4.39,J, ,@F,,F,Q,314738,0
WTSLA,20110623,37200223,200,4.39,Q, ,@F,,F,Q,314737,0
ASNA,20110623,37200223,100,32.73,Q, ,@F,,F,Q,312136,0
BBBY,20110623,37200223,100,56.29,Y, ,@F,,F,Q,312137,0
TSCO,20110623,37200223,100,65.27,Q, ,@F,,F,Q,314740,0
WTSLA,20110623,37200223,100,4.39,Q, ,@F,,F,Q,314736,0
PSMT,20110623,37200223,100,46.98,Q, ,@F,,F,Q,227569,0
DLTR,20110623,37200223,100,65.43,Q, ,@F,,F,Q,193699,0
COST,20110623,37200223,100,79.78,Y, ,@F,,F,Q,193697,0
COST,20110623,37200223,100,79.78,Z, ,@F,,F,Q,193695,0
WTSLA,20110623,37200223,100,4.39,J, ,@F,,F,Q,314729,0
ZUMZ,20110623,37200223,100,23.98,Q, ,@F,,F,Q,314739,0
ZUMZ,20110623,37200223,100,24,Z, ,@F,,F,Q,314732,0
SPLS,20110623,37200223,100,15.13,X, ,@F,,F,Q,314730,0
PETM,20110623,37200223,100,44.32,Q, ,@F,,F,Q,227570,0
WINN,20110623,37200223,100,8.28,Q, ,@F,,F,Q,314734,0
NILE,20110623,37200223,100,43.4,Q, ,@F,,F,Q,260580,0
ZUMZ,20110623,37200223,100,24.01,K, ,@F,,F,Q,314731,0
WINN,20110623,37200223,100,8.27,J, ,@F,,F,Q,314733,0
CASY,20110623,37200223,100,44.17,Q, ,@F,,F,Q,193700,0
ASNA,20110623,37200223,100,32.72,Q, ,@F,,F,Q,312138,0
RUE,20110623,37200223,100,30.53,Q, ,@F,,F,Q,227572,0
CHRS,20110623,37200223,100,3.94,Z, ,@F,,F,Q,193698,0
CHRS,20110623,37200223,100,3.94,Z, ,@F,,F,Q,193696,0
PETM,20110623,37200223,100,44.32,Q, ,@F,,F,Q,227571,0
URBN,20110623,37200227,100,28.45,Z, ,@F,,F,Q,314743,0
FRED,20110623,37200227,100,14,Q, ,@F,,F,Q,262739,0
SODA,20110623,37200227,100,50.91,P, ,@,,F,Q,314750,0
ZUMZ,20110623,37200227,100,23.99,Q, ,@F,,F,Q,314751,0
ULTA,20110623,37200227,100,61.18,P, ,@,,F,Q,314752,0
NILE,20110623,37200227,100,43.4,Q, ,@F,,F,Q,260581,0
SFLY,20110623,37200227,100,52.18,Q, ,@F,,F,Q,314749,0
COST,20110623,37200227,100,79.78,Q, ,@F,,F,Q,193701,0
HIBB,20110623,37200227,100,39.285,Q, ,@F,,F,Q,262734,0
FRED,20110623,37200227,100,14,Q, ,@F,,F,Q,262735,0
WTSLA,20110623,37200227,200,4.39,Q, ,@F,,F,Q,314742,0
WTSLA,20110623,37200227,100,4.39,Q, ,@F,,F,Q,314744,0
WTSLA,20110623,37200227,100,4.39,Q, ,@F,,F,Q,314747,0
FINL,20110623,37200227,100,22.67,Q, ,@F,,F,Q,262738,0
FINL,20110623,37200227,100,22.68,Q, ,@F,,F,Q,262733,0
EXPE,20110623,37200227,100,27.69,Q, ,@F,,F,Q,262737,0
WINN,20110623,37200227,100,8.28,Q, ,@F,,F,Q,314745,0
WINN,20110623,37200227,300,8.28,Q, ,@F,,F,Q,314748,0
CHRS,20110623,37200227,200,3.94,Q, ,@F,,F,Q,193704,0
CHRS,20110623,37200227,100,3.94,Q, ,@F,,F,Q,193703,0
CHRS,20110623,37200227,100,3.94,Y, ,@,,F,Q,193702,0
PETM,20110623,37200227,100,44.32,Q, ,@F,,F,Q,227573,0
SPLS,20110623,37200227,100,15.13,X, ,@F,,F,Q,314741,0
CHRS,20110623,37200227,100,3.94,Z, ,@F,,F,Q,193705,0
CHRS,20110623,37200227,100,3.94,Q, ,@F,,F,Q,193707,0
HSNI,20110623,37200227,100,30.91,Q, ,@F,,F,Q,262736,0
CHRS,20110623,37200227,100,3.94,Z, ,@F,,F,Q,193706,0
TSCO,20110623,37200227,100,65.27,Q, ,@F,,F,Q,314746,0
ORLY,20110623,37200230,100,64,Z, ,@F,,F,Q,227578,0
EXPE,20110623,37200230,100,27.69,Q, ,@F,,F,Q,262741,0
SODA,20110623,37200230,100,50.9,P, ,@,,F,Q,314756,0
HSNI,20110623,37200230,100,30.91,Q, ,@,,F,Q,262742,0
CHRS,20110623,37200230,100,3.94,Q, ,@F,,F,Q,193708,0
ZUMZ,20110623,37200230,100,24,K, ,@F,,F,Q,314777,0
TFM,20110623,37200230,100,38.52,J, ,@F,,F,Q,314757,0
CHRS,20110623,37200230,100,3.94,Q, ,@F,,F,Q,193709,0
WTSLA,20110623,37200230,100,4.39,P, ,@F,,F,Q,314760,0
WTSLA,20110623,37200230,100,4.39,P, ,@F,,F,Q,314766,0
PSMT,20110623,37200230,100,46.98,Q, ,@F,,F,Q,227574,0
WTSLA,20110623,37200230,100,4.39,P, ,@F,,F,Q,314758,0
SPLS,20110623,37200230,100,15.13,Z, ,@F,,F,Q,314764,0
WTSLA,20110623,37200230,300,4.39,P, ,@F,,F,Q,314759,0
SPLS,20110623,37200230,100,15.13,Z, ,@F,,F,Q,314778,0
WTSLA,20110623,37200230,100,4.39,P, ,@F,,F,Q,314775,0
WTSLA,20110623,37200230,300,4.39,P, ,@F,,F,Q,314772,0
ULTA,20110623,37200230,100,61.17,P, ,@F,,F,Q,314768,0
ROST,20110623,37200230,100,77.9,Q, ,@F,,F,Q,227579,0
MNRO,20110623,37200230,100,33.4,Q, ,@F,,F,Q,260583,0
ULTA,20110623,37200230,100,61.18,P, ,@F,,F,Q,314761,0
VECO,20110623,37200230,100,47.04,P, ,@,,F,Q,314767,0
VECO,20110623,37200230,100,47.05,P, ,@,,F,Q,314770,0
WTSLA,20110623,37200230,100,4.39,P, ,@F,,F,Q,314769,0
ULTA,20110623,37200230,100,61.18,P, ,@,,F,Q,314753,0
FRED,20110623,37200230,100,14,Q, ,@F,,F,Q,262740,0
WINN,20110623,37200230,100,8.28,P, ,@F,,F,Q,314776,0
WINN,20110623,37200230,300,8.28,P, ,@F,,F,Q,314773,0
BBBY,20110623,37200230,100,56.29,Z, ,@F,,F,Q,312139,0
FRED,20110623,37200230,100,14,Q, ,@F,,F,Q,262743,0
CASY,20110623,37200230,100,44.16,B, ,@F,,F,Q,193710,0
PTRY,20110623,37200230,100,17.68,Q, ,@F,,F,Q,227577,0
WINN,20110623,37200230,200,8.28,Q, ,@F,,F,Q,314762,0
JOSB,20110623,37200230,100,47.76,K, ,@F,,F,Q,260584,0
WINN,20110623,37200230,100,8.28,Q, ,@F,,F,Q,314754,0
PLCE,20110623,37200230,100,44.77,Z, ,@F,,F,Q,227575,0
URBN,20110623,37200230,100,28.46,P, ,@F,,F,Q,314771,0
URBN,20110623,37200230,100,28.46,P, ,@,,F,Q,314763,0
PLCE,20110623,37200230,100,44.77,Z, ,@F,,F,Q,227580,0
URBN,20110623,37200230,100,28.45,Z, ,@F,,F,Q,314774,0
SFLY,20110623,37200230,100,52.18,P, ,@,,F,Q,314755,0
RCII,20110623,37200230,100,28.1,Q, ,@F,,F,Q,227576,0
SHOO,20110623,37200230,100,35.38,Q, ,@F,,F,Q,314765,0
MNRO,20110623,37200230,100,33.4,Q, ,@F,,F,Q,260582,0
WTSLA,20110623,37200233,100,4.39,P, ,@F,,F,Q,314783,0
SBUX,20110623,37200233,200,37.25,D,Q,@,,F,Q,314779,0
WTSLA,20110623,37200233,200,4.39,P, ,@F,,F,Q,314785,0
WTSLA,20110623,37200233,100,4.39,P, ,@F,,F,Q,314782,0
PSMT,20110623,37200233,100,46.97,Q, ,@F,,F,Q,227583,0
HIBB,20110623,37200233,100,39.285,Q, ,@F,,F,Q,262744,0
WFM,20110623,37200233,100,60.24,Q, ,@F,,F,Q,314780,0
PETM,20110623,37200233,100,44.3,Q, ,@F,,F,Q,227585,0
JOSB,20110623,37200233,100,47.7,K, ,@F,,F,Q,260587,0
SHLD,20110623,37200233,100,70.7,Z, ,@F,,F,Q,314781,0
ZUMZ,20110623,37200233,100,23.98,Q, ,@F,,F,Q,314786,0
NILE,20110623,37200233,100,43.4,Y, ,@F,,F,Q,260586,0
MNRO,20110623,37200233,100,33.4,Q, ,@F,,F,Q,260585,0
ORLY,20110623,37200233,111,64,Q, ,@,,F,Q,227586,0
RUE,20110623,37200233,100,30.45,Q, ,@F,,F,Q,227581,0
ORLY,20110623,37200233,100,64,Q, ,@F,,F,Q,227584,0
BBBY,20110623,37200233,100,56.29,Q, ,@,,F,Q,312140,0
URBN,20110623,37200233,100,28.45,Z, ,@F,,F,Q,314784,0
BBBY,20110623,37200233,100,56.28,Q, ,@F,,F,Q,312142,0
BBBY,20110623,37200233,100,56.29,Q, ,@,,F,Q,312141,0
RCII,20110623,37200233,100,28.09,Z, ,@F,,F,Q,227582,0
PETM,20110623,37200237,100,44.31,B, ,@,,F,Q,227587,0
ORLY,20110623,37200237,100,64,Q, ,@F,,F,Q,227592,0
ORLY,20110623,37200237,100,64,Q, ,@F,,F,Q,227590,0
ORLY,20110623,37200237,100,64,Q, ,@,,F,Q,227589,0
ORLY,20110623,37200237,100,64,Q, ,@,,F,Q,227588,0
ASNA,20110623,37200237,100,32.71,X, ,@F,,F,Q,312146,0
ASNA,20110623,37200237,100,32.71,J, ,@F,,F,Q,312145,0
ASNA,20110623,37200237,100,32.72,J, ,@F,,F,Q,312144,0
PLCE,20110623,37200237,100,44.77,Z, ,@F,,F,Q,227591,0
SPLS,20110623,37200237,100,15.13,J, ,@F,,F,Q,314787,0
BBBY,20110623,37200237,100,56.28,Q, ,@F,,F,Q,312143,0
WTSLA,20110623,37200240,100,4.39,K, ,@F,,F,Q,314789,0
WTSLA,20110623,37200240,100,4.38,J, ,@F,,F,Q,314794,0
WTSLA,20110623,37200240,200,4.39,K, ,@F,,F,Q,314791,0
WTSLA,20110623,37200240,200,4.39,K, ,@F,,F,Q,314795,0
HSNI,20110623,37200240,100,30.86,Q, ,@F,,F,Q,262746,0
WTSLA,20110623,37200240,100,4.39,K, ,@F,,F,Q,314796,0
CHRS,20110623,37200240,200,3.94,Q, ,@F,,F,Q,193713,0
CHRS,20110623,37200240,100,3.94,Q, ,@F,,F,Q,193715,0
PLCE,20110623,37200240,100,44.77,Q, ,@,,F,Q,227594,0
TFM,20110623,37200240,100,38.44,B, ,@F,,F,Q,314798,0
SPLS,20110623,37200240,100,15.13,Z, ,@F,,F,Q,314790,0
CHRS,20110623,37200240,100,3.94,Q, ,@F,,F,Q,193717,0
PLCE,20110623,37200240,100,44.77,Z, ,@F,,F,Q,227595,0
WINN,20110623,37200240,100,8.28,K, ,@F,,F,Q,314788,0
WINN,20110623,37200240,100,8.28,K, ,@F,,F,Q,314792,0
WINN,20110623,37200240,100,8.28,K, ,@F,,F,Q,314793,0
PLCE,20110623,37200240,100,44.77,Z, ,@,,F,Q,227597,0
TSCO,20110623,37200240,100,65.27,Q, ,@F,,F,Q,314797,0
CLDX,20110623,37200240,100,3.24,Z, ,@,,F,Q,193711,0
RUE,20110623,37200240,100,30.44,Q, ,@F,,F,Q,227596,0
FINL,20110623,37200240,100,22.67,Z, ,@F,,F,Q,262745,0
ORLY,20110623,37200240,100,64,K, ,@,,F,Q,227593,0
FRED,20110623,37200240,100,14,Q, ,@F,,F,Q,262747,0
COST,20110623,37200240,600,79.78,Q, ,@F,,F,Q,193712,0
COST,20110623,37200240,100,79.78,Q, ,@F,,F,Q,193716,0
EXPE,20110623,37200240,100,27.69,Q, ,@F,,F,Q,262748,0
COST,20110623,37200240,1400,79.78,Q, ,@,,F,Q,193714,0
WINN,20110623,37200243,100,8.27,Q, ,@F,,F,Q,314801,0
SFLY,20110623,37200243,100,52.18,Q, ,@F,,F,Q,314799,0
SPLS,20110623,37200243,100,15.13,Z, ,@F,,F,Q,314800,0
HSNI,20110623,37200243,100,30.91,P, ,@F,,F,Q,262753,0
CA,20110623,37200243,100,21.77,P, ,@F,,F,Q,193721,0
CREE,20110623,37200243,100,33.62,P, ,@F,,F,Q,193725,0
FSLR,20110623,37200243,100,119.92,P, ,@,,F,Q,262751,0
ORLY,20110623,37200243,100,64,Q, ,@,,F,Q,227601,0
FINL,20110623,37200243,100,22.67,Z, ,@F,,F,Q,262750,0
COST,20110623,37200243,100,79.79,D,Q,@,,F,Q,193718,0
DLTR,20110623,37200243,100,65.44,P, ,@F,,F,Q,193723,0
HURN,20110623,37200243,100,29.97,Z, ,@,,F,Q,262749,0
COST,20110623,37200243,100,79.77,Z, ,@F,,F,Q,193719,0
CA,20110623,37200243,100,21.77,P, ,@F,,F,Q,193724,0
CHRS,20110623,37200243,200,3.94,Q, ,@F,,F,Q,193720,0
PLCE,20110623,37200243,100,44.77,Z, ,@F,,F,Q,227598,0
PLCE,20110623,37200243,200,44.77,Z, ,@,,F,Q,227600,0
ORLY,20110623,37200243,100,64,Q, ,@,,F,Q,227599,0
HSNI,20110623,37200243,100,30.91,P, ,@F,,F,Q,262752,0
CREE,20110623,37200243,100,33.62,P, ,@F,,F,Q,193722,0
WTSLA,20110623,37200247,100,4.39,K, ,@F,,F,Q,314803,0
WTSLA,20110623,37200247,100,4.38,J, ,@F,,F,Q,314804,0
CREE,20110623,37200247,100,33.62,P, ,@F,,F,Q,193727,0
